t,rsp1,ppg1,rsp2,ppg2
124.12,0.12219,0.49853,0.57283,0.39296
124.13,0.12414,0.51515,0.57576,0.4262
124.14,0.12708,0.53079,0.57869,0.45455
124.14,0.13001,0.54545,0.5826,0.47801
124.15,0.13392,0.55816,0.58553,0.4956
124.16,0.13783,0.56794,0.58944,0.50733
124.17,0.14272,0.57478,0.59238,0.5132
124.18,0.14956,0.57967,0.59629,0.51417
124.18,0.15738,0.5826,0.6002,0.51222
124.19,0.16618,0.58456,0.60411,0.50831
124.2,0.17595,0.58553,0.60704,0.49756
124.21,0.18768,0.58456,0.61095,0.48778
124.22,0.19941,0.5826,0.61486,0.47898
124.22,0.21114,0.57967,0.61779,0.46823
124.23,0.22287,0.57674,0.62072,0.45748
124.24,0.23363,0.57283,0.62366,0.44575
124.25,0.24438,0.56794,0.62561,0.43402
124.26,0.25415,0.56109,0.62757,0.42326
124.26,0.26393,0.5523,0.62854,0.41153
124.27,0.2737,0.54448,0.6305,0.3998
124.28,0.28348,0.53666,0.6305,0.39101
124.29,0.29423,0.52786,0.6305,0.38221
124.3,0.30401,0.52102,0.6305,0.37243
124.3,0.31281,0.51417,0.6305,0.36461
124.31,0.32258,0.50929,0.62952,0.35679
124.32,0.3304,0.5044,0.62952,0.34995
124.33,0.3392,0.50049,0.62854,0.34506
124.34,0.34702,0.49658,0.62757,0.34018
124.34,0.35582,0.49462,0.62561,0.33724
124.35,0.36461,0.49267,0.62366,0.33431
124.36,0.37341,0.49169,0.6217,0.33236
124.37,0.38221,0.49071,0.61877,0.33138
124.38,0.39198,0.48876,0.61681,0.3304
124.38,0.40176,0.4868,0.61388,0.3304
124.39,0.41251,0.48387,0.61193,0.3304
124.4,0.42229,0.48094,0.60997,0.3304
124.41,0.43206,0.47703,0.60802,0.3304
124.42,0.44184,0.47312,0.60606,0.3304
124.42,0.45259,0.47019,0.60313,0.3304
124.43,0.46432,0.46725,0.60117,0.32942
124.44,0.47605,0.46432,0.6002,0.32845
124.45,0.48974,0.46139,0.59824,0.32649
124.46,0.50342,0.45748,0.59726,0.32454
124.46,0.51613,0.45455,0.59629,0.32258
124.47,0.52884,0.45161,0.59629,0.3216
124.48,0.54057,0.45064,0.59531,0.32063
124.49,0.5523,0.44868,0.59433,0.31965
124.5,0.565,0.4477,0.59335,0.31965
124.5,0.57869,0.44868,0.59335,0.31867
124.51,0.59238,0.44868,0.59238,0.31867
124.52,0.60606,0.4477,0.5914,0.31769
124.53,0.61975,0.44673,0.5914,0.31769
124.54,0.63343,0.44575,0.5914,0.31672
124.54,0.64712,0.44477,0.5914,0.31574
124.55,0.65982,0.44379,0.5914,0.31476
124.56,0.67058,0.44379,0.5914,0.31378
124.57,0.68231,0.44477,0.59238,0.31281
124.58,0.6911,0.44575,0.59335,0.31281
124.58,0.6999,0.44673,0.59335,0.31378
124.59,0.70772,0.44575,0.59433,0.31378
124.6,0.71652,0.44477,0.59531,0.31378
124.61,0.72336,0.44282,0.59531,0.31281
124.62,0.73118,0.44086,0.59629,0.30987
124.62,0.73803,0.43891,0.59629,0.30596
124.63,0.74487,0.43695,0.59629,0.30205
124.64,0.75171,0.435,0.59629,0.29717
124.65,0.75758,0.43402,0.59629,0.29423
124.66,0.76442,0.435,0.59531,0.29228
124.66,0.77126,0.43597,0.59433,0.2913
124.67,0.77908,0.43891,0.59433,0.29228
124.68,0.78592,0.44379,0.59238,0.29326
124.69,0.7957,0.44868,0.5914,0.29423
124.7,0.8045,0.4565,0.58944,0.29619
124.7,0.81525,0.46725,0.58749,0.29619
124.71,0.826,0.47898,0.58553,0.29717
124.72,0.83675,0.49169,0.58358,0.29717
124.73,0.84653,0.5044,0.58065,0.29717
124.74,0.85728,0.51613,0.57869,0.29814
124.74,0.86706,0.52688,0.57674,0.29814
124.75,0.87781,0.53666,0.5738,0.29814
124.76,0.88856,0.54448,0.57185,0.29717
124.77,0.89932,0.55034,0.56989,0.29619
124.78,0.91105,0.55425,0.56794,0.29521
124.78,0.92082,0.55621,0.56598,0.29521
124.79,0.93157,0.55816,0.56403,0.29423
124.8,0.94037,0.55816,0.56207,0.29326
124.81,0.95015,0.55621,0.56012,0.29228
124.82,0.95894,0.55327,0.55816,0.2913
124.82,0.96872,0.54839,0.55621,0.29423
124.83,0.97849,0.54057,0.55425,0.3001
124.84,0.98827,0.53177,0.5523,0.31281
124.85,0.99413,0.52297,0.55034,0.33138
124.86,1,0.51417,0.54839,0.35582
124.86,1,0.50635,0.54545,0.3871
124.87,1,0.49951,0.54252,0.42326
124.88,1,0.49462,0.53959,0.4565
124.89,1,0.48974,0.53666,0.48778
124.9,1,0.48583,0.53275,0.52297
124.9,1,0.48289,0.52981,0.55621
124.91,1,0.47996,0.52688,0.58553
124.92,1,0.47801,0.52297,0.60997
124.93,1,0.47801,0.51906,0.65591
124.94,1,0.47703,0.51515,0.70968
124.94,1,0.47703,0.51124,0.73705
124.95,1,0.47703,0.50733,0.75073
124.96,1,0.47605,0.5044,0.75464
124.97,1,0.4741,0.50049,0.75269
124.98,1,0.47214,0.49658,0.7478
124.98,1,0.46921,0.49169,0.739
124.99,1,0.46628,0.4868,0.72923
125,1,0.46237,0.48192,0.7175
125.01,1,0.45846,0.47605,0.70577
125.02,1,0.4565,0.47019,0.69208
125.02,1,0.45357,0.46432,0.6784
125.03,1,0.45064,0.45846,0.66471
125.04,1,0.44868,0.45161,0.65005
125.05,1,0.4477,0.44477,0.63539
125.06,1,0.44673,0.43793,0.61975
125.06,1,0.44673,0.43109,0.60508
125.07,1,0.44575,0.42424,0.59042
125.08,1,0.44575,0.41642,0.57869
125.09,1,0.44477,0.4086,0.56696
125.1,1,0.44477,0.40078,0.55621
125.1,1,0.44477,0.39296,0.54741
125.11,1,0.44379,0.38416,0.53861
125.12,1,0.44282,0.37634,0.53275
125.13,1,0.44184,0.36852,0.52688
125.14,1,0.44184,0.3607,0.52102
125.14,1,0.44184,0.35191,0.51515
125.15,1,0.44184,0.34311,0.50929
125.16,1,0.44282,0.33431,0.50147
125.17,1,0.44379,0.32551,0.49071
125.18,1,0.44379,0.31672,0.48192
125.18,1,0.44379,0.30792,0.47214
125.19,1,0.44477,0.29814,0.46139
125.2,1,0.44379,0.28935,0.45064
125.21,1,0.44282,0.28152,0.44086
125.22,1,0.44184,0.2737,0.43109
125.22,1,0.44086,0.26588,0.42131
125.23,1,0.43988,0.25904,0.41251
125.24,1,0.43891,0.2522,0.40665
125.25,1,0.43891,0.24536,0.40176
125.26,1,0.43793,0.23949,0.39589
125.26,1,0.43793,0.23363,0.39003
125.27,1,0.43793,0.22874,0.38514
125.28,1,0.43988,0.22385,0.38123
125.29,1,0.44184,0.21994,0.37732
125.3,1,0.44379,0.21603,0.37341
125.3,1,0.44477,0.21212,0.36852
125.31,1,0.44575,0.20821,0.36461
125.32,1,0.44575,0.2043,0.36168
125.33,1,0.44477,0.20039,0.35973
125.34,1,0.44282,0.19844,0.35777
125.34,0.99804,0.44086,0.1955,0.35679
125.35,0.99609,0.43891,0.19355,0.35582
125.36,0.97263,0.43695,0.19159,0.35386
125.37,0.94819,0.43597,0.18964,0.35191
125.38,0.92473,0.435,0.18866,0.35093
125.38,0.90127,0.43597,0.18671,0.34995
125.39,0.87683,0.43891,0.18573,0.348
125.4,0.85239,0.44477,0.18377,0.34702
125.41,0.826,0.45259,0.1828,0.34506
125.42,0.80059,0.46432,0.18084,0.34409
125.42,0.77713,0.47801,0.17986,0.34213
125.43,0.75464,0.49071,0.17889,0.34018
125.44,0.73314,0.50244,0.17791,0.33822
125.45,0.71261,0.51808,0.17791,0.33627
125.46,0.69208,0.53372,0.17693,0.33333
125.46,0.67253,0.54741,0.17693,0.3304
125.47,0.65298,0.55621,0.17791,0.32747
125.48,0.63343,0.56207,0.17791,0.32649
125.49,0.61584,0.56696,0.17791,0.32649
125.5,0.59726,0.56891,0.17889,0.32747
125.5,0.58065,0.56989,0.17889,0.32942
125.51,0.56403,0.56891,0.17986,0.33138
125.52,0.54936,0.56696,0.18084,0.33333
125.53,0.5347,0.56598,0.18182,0.33529
125.54,0.52102,0.56403,0.1828,0.33724
125.54,0.50831,0.56207,0.18475,0.33822
125.55,0.4956,0.55914,0.18671,0.33822
125.56,0.48289,0.55327,0.18866,0.33822
125.57,0.47116,0.54643,0.19062,0.33822
125.58,0.45943,0.53861,0.19257,0.33822
125.58,0.44868,0.52884,0.1955,0.3392
125.59,0.43793,0.51808,0.19746,0.34115
125.6,0.42717,0.50733,0.20039,0.34702
125.61,0.4174,0.49756,0.20235,0.35875
125.62,0.40762,0.48974,0.20528,0.37732
125.62,0.39785,0.48289,0.20821,0.40371
125.63,0.38905,0.47801,0.21114,0.43695
125.64,0.38025,0.47214,0.2131,0.47507
125.65,0.37243,0.46725,0.21603,0.51906
125.66,0.36461,0.46432,0.21799,0.56403
125.66,0.35875,0.46237,0.21994,0.60802
125.67,0.35191,0.46139,0.2219,0.64809
125.68,0.34702,0.46139,0.22287,0.67937
125.69,0.34213,0.46041,0.22483,0.70283
125.7,0.33822,0.46041,0.22581,0.72336
125.7,0.33431,0.45943,0.22678,0.73998
125.71,0.33236,0.4565,0.22776,0.75171
125.72,0.32942,0.45259,0.22874,0.75855
125.73,0.32845,0.44868,0.22874,0.76149
125.74,0.32747,0.44477,0.22874,0.76149
125.74,0.32649,0.44086,0.22874,0.75855
125.75,0.32649,0.43988,0.22776,0.75367
125.76,0.32649,0.43793,0.22678,0.74585
125.77,0.32649,0.435,0.22581,0.73705
125.78,0.32845,0.43402,0.22483,0.72727
125.78,0.32942,0.43304,0.22385,0.71652
125.79,0.33138,0.43109,0.22287,0.70479
125.8,0.33333,0.42815,0.2219,0.6911
125.81,0.33724,0.42522,0.21994,0.67742
125.82,0.34018,0.42326,0.21799,0.66373
125.82,0.34409,0.42131,0.21701,0.65005
125.83,0.348,0.41935,0.21408,0.63636
125.84,0.35191,0.41935,0.21212,0.62268
125.85,0.35484,0.42033,0.20919,0.60997
125.86,0.35875,0.42033,0.20723,0.59824
125.86,0.36168,0.42033,0.20528,0.58651
125.87,0.36461,0.42033,0.20332,0.57674
125.88,0.36755,0.41935,0.20137,0.56794
125.89,0.37048,0.4174,0.19941,0.56012
125.9,0.37341,0.41642,0.19746,0.5523
125.9,0.37439,0.41544,0.19648,0.54448
125.91,0.37634,0.41447,0.19453,0.53666
125.92,0.37732,0.41447,0.19257,0.52884
125.93,0.37732,0.41544,0.19159,0.52102
125.94,0.37634,0.41642,0.18964,0.51417
125.94,0.37634,0.41838,0.18866,0.50635
125.95,0.37341,0.42131,0.18671,0.49951
125.96,0.37146,0.42229,0.18573,0.49267
125.97,0.36755,0.42326,0.18377,0.48583
125.98,0.36461,0.42424,0.1828,0.47996
125.98,0.35875,0.42326,0.18182,0.4741
125.99,0.35386,0.42229,0.17986,0.46725
126,0.348,0.42033,0.17889,0.45943
126.01,0.34213,0.41935,0.17791,0.45259
126.02,0.33627,0.4174,0.17791,0.44477
126.02,0.32942,0.41642,0.17791,0.43793
126.03,0.32258,0.4174,0.17693,0.43206
126.04,0.31574,0.41935,0.17791,0.4262
126.05,0.30792,0.42131,0.17889,0.42131
126.06,0.3001,0.4262,0.17986,0.41642
126.06,0.29423,0.43402,0.18084,0.41251
126.07,0.28739,0.44379,0.18182,0.4086
126.08,0.28152,0.45552,0.18377,0.40567
126.09,0.27566,0.47116,0.18475,0.40371
126.1,0.27077,0.48778,0.18573,0.40078
126.1,0.26686,0.5044,0.18768,0.39589
126.11,0.26197,0.52102,0.18866,0.39101
126.12,0.25806,0.53666,0.19062,0.38612
126.13,0.25513,0.55132,0.19257,0.38123
126.14,0.2522,0.56305,0.19453,0.37537
126.14,0.24927,0.57087,0.19648,0.36852
126.15,0.24731,0.57674,0.19746,0.35973
126.16,0.24536,0.58065,0.19941,0.35093
126.17,0.2434,0.58162,0.20039,0.34018
126.18,0.24047,0.58162,0.20137,0.33138
126.18,0.23851,0.58162,0.20332,0.32258
126.19,0.23558,0.57967,0.2043,0.31281
126.2,0.23167,0.57576,0.20528,0.30303
126.21,0.22776,0.57185,0.20723,0.29326
126.22,0.22385,0.56794,0.20919,0.28348
126.22,0.21994,0.56305,0.21114,0.27468
126.23,0.21603,0.55718,0.21212,0.26686
126.24,0.21212,0.54936,0.21408,0.25806
126.25,0.20821,0.53959,0.21505,0.24829
126.26,0.20332,0.52981,0.21701,0.24047
126.26,0.19844,0.51808,0.21799,0.2346
126.27,0.19257,0.50831,0.21994,0.22776
126.28,0.18671,0.50049,0.2219,0.22287
126.29,0.18084,0.49462,0.22385,0.21994
126.3,0.17498,0.48974,0.22581,0.21408
126.3,0.16813,0.48778,0.22776,0.20821
126.31,0.16129,0.4868,0.22972,0.20235
126.32,0.1564,0.48583,0.23167,0.19746
126.33,0.15054,0.48387,0.23265,0.19257
126.34,0.14565,0.48192,0.2346,0.18768
126.34,0.14076,0.47996,0.23558,0.18377
126.35,0.13783,0.47801,0.23754,0.17889
126.36,0.13392,0.47801,0.23851,0.17693
126.37,0.13196,0.47703,0.24047,0.17889
126.38,0.13001,0.47605,0.24242,0.18475
126.38,0.12903,0.4741,0.2434,0.19453
126.39,0.12805,0.47214,0.24536,0.21114
126.4,0.12805,0.46921,0.24633,0.23363
126.41,0.12805,0.46628,0.24731,0.26393
126.42,0.12903,0.46237,0.24829,0.30108
126.42,0.12903,0.45846,0.24927,0.34311
126.43,0.13099,0.45357,0.25024,0.38905
126.44,0.13294,0.44868,0.25024,0.435
126.45,0.13587,0.44477,0.25122,0.47898
126.46,0.13783,0.44184,0.25122,0.51906
126.46,0.14174,0.43793,0.2522,0.55327
126.47,0.14467,0.435,0.2522,0.57771
126.48,0.14761,0.43206,0.2522,0.59531
126.49,0.15152,0.42913,0.2522,0.60899
126.5,0.15347,0.42717,0.25318,0.61877
126.5,0.1564,0.42522,0.25318,0.62366
126.51,0.15836,0.42522,0.25318,0.62463
126.52,0.16031,0.42424,0.2522,0.6217
126.53,0.16227,0.42424,0.2522,0.61681
126.54,0.16422,0.42424,0.25122,0.60997
126.54,0.16618,0.42424,0.25024,0.60215
126.55,0.16716,0.42424,0.24927,0.59335
126.56,0.16813,0.42424,0.24829,0.58456
126.57,0.16813,0.42424,0.24633,0.57478
126.58,0.16716,0.42424,0.24536,0.56696
126.58,0.16618,0.42424,0.24242,0.55816
126.59,0.16422,0.42326,0.24047,0.54936
126.6,0.16227,0.42326,0.23851,0.53861
126.61,0.15836,0.42229,0.23558,0.52884
126.62,0.15445,0.42131,0.23265,0.51906
126.62,0.14956,0.42131,0.22972,0.50929
126.63,0.14467,0.42131,0.22678,0.50049
126.64,0.13978,0.42131,0.22287,0.49169
126.65,0.1349,0.42033,0.21994,0.48583
126.66,0.13099,0.41935,0.21701,0.48094
126.66,0.1261,0.4174,0.21505,0.47605
126.67,0.12121,0.41642,0.21212,0.47312
126.68,0.1173,0.41544,0.21017,0.46921
126.69,0.11144,0.41642,0.20723,0.46628
126.7,0.10655,0.4174,0.20528,0.46139
126.7,0.10166,0.41935,0.20332,0.45748
126.71,0.097752,0.42229,0.20137,0.45357
126.72,0.093842,0.42815,0.19941,0.44966
126.73,0.089932,0.43695,0.19746,0.44575
126.74,0.087977,0.44966,0.19648,0.44086
126.74,0.085044,0.46628,0.1955,0.43695
126.75,0.084066,0.48583,0.1955,0.43206
126.76,0.084066,0.50538,0.1955,0.4262
126.77,0.084066,0.52102,0.1955,0.41935
126.78,0.085044,0.5347,0.19648,0.41447
126.78,0.087977,0.54839,0.19746,0.41056
126.79,0.089932,0.56012,0.19941,0.40469
126.8,0.092864,0.56891,0.20039,0.3998
126.81,0.094819,0.57478,0.20137,0.39492
126.82,0.097752,0.57869,0.20332,0.39003
126.82,0.099707,0.58065,0.2043,0.38514
126.83,0.10264,0.58065,0.20528,0.38123
126.84,0.10557,0.57967,0.20723,0.3783
126.85,0.1085,0.57869,0.20919,0.37537
126.86,0.11144,0.57576,0.21212,0.37341
126.86,0.11437,0.57185,0.21505,0.37243
126.87,0.1173,0.56794,0.21701,0.37243
126.88,0.12023,0.56403,0.21994,0.37341
126.89,0.12219,0.55816,0.2219,0.37341
126.9,0.12317,0.55034,0.22385,0.37341
126.9,0.12512,0.54057,0.22581,0.37341
126.91,0.12512,0.52981,0.22874,0.37341
126.92,0.1261,0.51906,0.23167,0.37341
126.93,0.1261,0.50831,0.2346,0.37341
126.94,0.1261,0.50049,0.23754,0.37341
126.94,0.1261,0.49462,0.24145,0.37341
126.95,0.1261,0.48974,0.24536,0.37341
126.96,0.1261,0.48778,0.24829,0.37439
126.97,0.1261,0.4868,0.2522,0.37439
126.98,0.1261,0.48485,0.25513,0.38514
126.98,0.1261,0.48289,0.25904,0.40274
126.99,0.1261,0.48192,0.26197,0.41056
127,0.12708,0.47996,0.26491,0.41447
127.01,0.12708,0.47703,0.26882,0.41642
127.02,0.12805,0.4741,0.27273,0.41838
127.02,0.13001,0.47116,0.27664,0.41935
127.03,0.13099,0.46725,0.27957,0.42033
127.04,0.13294,0.46432,0.28348,0.42033
127.05,0.13587,0.46139,0.28641,0.41935
127.06,0.13783,0.45846,0.29032,0.41838
127.06,0.13978,0.4565,0.29326,0.4174
127.07,0.14174,0.45357,0.29717,0.41642
127.08,0.1437,0.45064,0.30108,0.41642
127.09,0.14761,0.44673,0.30499,0.41544
127.1,0.15054,0.44184,0.30987,0.41544
127.1,0.15543,0.43793,0.31476,0.41544
127.11,0.15934,0.43402,0.31965,0.41544
127.12,0.16422,0.43011,0.32454,0.41544
127.13,0.16911,0.42815,0.32942,0.41642
127.14,0.17498,0.4262,0.33431,0.41642
127.14,0.17986,0.42424,0.33822,0.41935
127.15,0.18671,0.42326,0.34213,0.4262
127.16,0.19355,0.42229,0.34702,0.43695
127.17,0.20137,0.42131,0.35191,0.45161
127.18,0.20919,0.42033,0.35679,0.46921
127.18,0.21701,0.41935,0.36168,0.48974
127.19,0.22483,0.41838,0.36657,0.51808
127.2,0.23265,0.41838,0.37243,0.55034
127.21,0.24047,0.4174,0.37732,0.58553
127.22,0.24927,0.41642,0.38221,0.62268
127.22,0.25806,0.41642,0.38807,0.65885
127.23,0.26784,0.41642,0.39296,0.69208
127.24,0.27664,0.41642,0.39883,0.72141
127.25,0.28641,0.41544,0.40469,0.74487
127.26,0.29619,0.41349,0.41153,0.76344
127.26,0.30499,0.41251,0.4174,0.77713
127.27,0.31476,0.41251,0.42326,0.78397
127.28,0.32258,0.41153,0.43011,0.78788
127.29,0.3304,0.41251,0.435,0.78886
127.3,0.33724,0.41349,0.43988,0.78788
127.3,0.34409,0.41349,0.44477,0.78397
127.31,0.34995,0.41447,0.44966,0.77908
127.32,0.35582,0.41447,0.45357,0.77224
127.33,0.36168,0.41251,0.45846,0.76344
127.34,0.36755,0.41153,0.46237,0.75367
127.34,0.37243,0.40958,0.46725,0.74389
127.35,0.3783,0.40762,0.47019,0.73216
127.36,0.38416,0.40762,0.4741,0.71945
127.37,0.38905,0.4086,0.47801,0.70674
127.38,0.39589,0.41153,0.48094,0.69501
127.38,0.40176,0.41642,0.48387,0.68524
127.39,0.4086,0.42522,0.48583,0.67449
127.4,0.41642,0.43695,0.48778,0.66373
127.41,0.42522,0.45259,0.48974,0.65396
127.42,0.43402,0.47116,0.49169,0.64418
127.42,0.44379,0.48974,0.49365,0.63539
127.43,0.45357,0.50635,0.4956,0.62757
127.44,0.46334,0.52297,0.49756,0.62072
127.45,0.47312,0.53568,0.49853,0.61486
127.46,0.48289,0.54545,0.49951,0.60899
127.46,0.49365,0.55327,0.50049,0.60411
127.47,0.5044,0.55816,0.50147,0.59922
127.48,0.51613,0.56403,0.50244,0.59433
127.49,0.52786,0.56891,0.5044,0.58944
127.5,0.54057,0.57185,0.50538,0.58358
127.5,0.5523,0.57283,0.50635,0.57869
127.51,0.56305,0.57185,0.50733,0.57283
127.52,0.5738,0.56989,0.50929,0.56696
127.53,0.58358,0.56696,0.51026,0.56207
127.54,0.59335,0.56305,0.51222,0.55718
127.54,0.60313,0.55621,0.51417,0.5523
127.55,0.6129,0.54643,0.51711,0.54741
127.56,0.62268,0.53568,0.51906,0.54252
127.57,0.63343,0.52493,0.52199,0.53861
127.58,0.64321,0.51515,0.52493,0.53568
127.58,0.65298,0.50538,0.52786,0.53372
127.59,0.66373,0.4956,0.53177,0.53079
127.6,0.67253,0.4868,0.5347,0.52884
127.61,0.68133,0.47996,0.53763,0.52688
127.62,0.68915,0.4741,0.54057,0.52493
127.62,0.69795,0.47019,0.5435,0.52395
127.63,0.70577,0.46725,0.54643,0.52395
127.64,0.71457,0.4653,0.54936,0.52395
127.65,0.72336,0.46237,0.5523,0.52493
127.66,0.73314,0.46041,0.55523,0.52493
127.66,0.74096,0.45748,0.55914,0.52493
127.67,0.74976,0.45552,0.56207,0.52395
127.68,0.75758,0.45259,0.565,0.52297
127.69,0.76637,0.45064,0.56794,0.52199
127.7,0.77615,0.44868,0.57087,0.52004
127.7,0.78592,0.4477,0.57283,0.51808
127.71,0.79765,0.44575,0.57576,0.51711
127.72,0.80841,0.44282,0.57771,0.51613
127.73,0.82111,0.43891,0.57967,0.51515
127.74,0.83382,0.43402,0.5826,0.5132
127.74,0.84653,0.43011,0.58456,0.51222
127.75,0.86022,0.42815,0.58651,0.51026
127.76,0.87195,0.4262,0.58847,0.50831
127.77,0.88465,0.42522,0.58944,0.50733
127.78,0.89541,0.42424,0.5914,0.50538
127.78,0.90714,0.42326,0.59238,0.5044
127.79,0.91984,0.42229,0.59335,0.50244
127.8,0.93255,0.42131,0.59433,0.50049
127.81,0.94526,0.41935,0.59531,0.49951
127.82,0.95797,0.41642,0.59629,0.49853
127.82,0.9697,0.41447,0.59726,0.49756
127.83,0.98143,0.41153,0.59824,0.49658
127.84,0.9912,0.40958,0.59922,0.49658
127.85,1,0.40762,0.6002,0.49462
127.86,1,0.40567,0.6002,0.49365
127.86,1,0.40469,0.60117,0.49071
127.87,1,0.40371,0.60215,0.48778
127.88,1,0.40469,0.60313,0.48387
127.89,1,0.40567,0.60411,0.47996
127.9,1,0.40762,0.60508,0.47703
127.9,1,0.40958,0.60704,0.4741
127.91,1,0.41251,0.60899,0.47312
127.92,1,0.41447,0.61095,0.47312
127.93,1,0.4174,0.6129,0.47703
127.94,1,0.41838,0.61486,0.48485
127.94,1,0.41838,0.61584,0.49658
127.95,1,0.4174,0.61681,0.51417
127.96,1,0.41642,0.61681,0.53568
127.97,1,0.41447,0.61779,0.56305
127.98,1,0.41349,0.61779,0.58944
127.98,1,0.41153,0.61877,0.61584
127.99,1,0.40958,0.61877,0.64614
128,1,0.40762,0.61877,0.67742
128.01,1,0.40665,0.61877,0.70674
128.02,1,0.40762,0.61877,0.73314
128.02,1,0.4086,0.61877,0.75464
128.03,1,0.41056,0.61877,0.77224
128.04,1,0.41447,0.61877,0.78592
128.05,1,0.42131,0.61975,0.79472
128.06,1,0.43011,0.61975,0.79863
128.06,1,0.44086,0.61877,0.79961
128.07,1,0.45357,0.61779,0.79765
128.08,1,0.46921,0.61779,0.79277
128.09,1,0.48778,0.61681,0.7869
128.1,1,0.50635,0.61584,0.78006
128.1,1,0.52395,0.61486,0.77322
128.11,1,0.54057,0.61388,0.76344
128.12,1,0.55327,0.61193,0.75367
128.13,1,0.56403,0.61095,0.74291
128.14,1,0.56989,0.60899,0.73118
128.14,1,0.57283,0.60704,0.71945
128.15,1,0.57283,0.60508,0.70772
128.16,1,0.57185,0.60313,0.69697
128.17,1,0.56989,0.6002,0.68719
128.18,1,0.56794,0.59824,0.6784
128.18,1,0.56403,0.59531,0.6696
128.19,1,0.55914,0.59238,0.66178
128.2,1,0.5523,0.58847,0.65396
128.21,1,0.54448,0.58456,0.64712
128.22,1,0.5347,0.58065,0.64125
128.22,1,0.52395,0.57771,0.63539
128.23,1,0.5132,0.5738,0.62952
128.24,1,0.50244,0.57087,0.62463
128.25,1,0.49365,0.56696,0.61975
128.26,1,0.4868,0.56403,0.61584
128.26,1,0.48192,0.56109,0.6129
128.27,1,0.47801,0.55718,0.61095
128.28,1,0.4741,0.55425,0.60997
128.29,1,0.47214,0.55132,0.60899
128.3,1,0.47214,0.54839,0.60997
128.3,1,0.47116,0.54545,0.61193
128.31,1,0.47116,0.54252,0.61388
128.32,1,0.47019,0.53959,0.61584
128.33,1,0.46725,0.53763,0.61975
128.34,1,0.46432,0.53568,0.62366
128.34,1,0.46041,0.53372,0.62854
128.35,1,0.45552,0.53275,0.63343
128.36,1,0.45161,0.53079,0.6393
128.37,1,0.44673,0.52981,0.64418
128.38,1,0.44379,0.52786,0.65005
128.38,1,0.44086,0.5259,0.65591
128.39,1,0.43793,0.52395,0.66178
128.4,1,0.43402,0.52199,0.66862
128.41,1,0.43011,0.52004,0.67546
128.42,1,0.42717,0.51808,0.68035
128.42,1,0.42424,0.51613,0.68426
128.43,1,0.42229,0.51515,0.68719
128.44,1,0.41935,0.51222,0.68817
128.45,1,0.4174,0.51026,0.68817
128.46,1,0.41544,0.50733,0.68817
128.46,0.99609,0.41447,0.5044,0.68524
128.47,0.99218,0.41349,0.50049,0.68035
128.48,0.97752,0.41349,0.49756,0.67058
128.49,0.96383,0.41251,0.49462,0.652
128.5,0.94721,0.41153,0.49169,0.62366
128.5,0.9306,0.40958,0.48778,0.58553
128.51,0.91202,0.40762,0.48289,0.53959
128.52,0.89345,0.40665,0.47801,0.49169
128.53,0.87097,0.40665,0.47312,0.44575
128.54,0.84946,0.40665,0.46725,0.40665
128.54,0.82698,0.40567,0.46139,0.37634
128.55,0.80352,0.40469,0.45552,0.35582
128.56,0.78104,0.40371,0.44966,0.34506
128.57,0.75953,0.40371,0.44379,0.34115
128.58,0.739,0.40371,0.43793,0.34311
128.58,0.7175,0.40371,0.43206,0.348
128.59,0.69404,0.40371,0.4262,0.35679
128.6,0.67058,0.40371,0.41935,0.36559
128.61,0.64614,0.40371,0.41349,0.37439
128.62,0.62072,0.40274,0.40665,0.38319
128.62,0.59726,0.40176,0.3998,0.39101
128.63,0.57478,0.3998,0.39394,0.39589
128.64,0.5523,0.39785,0.38807,0.3998
128.65,0.53079,0.39492,0.38123,0.40274
128.66,0.50929,0.39198,0.37537,0.40371
128.66,0.48778,0.39003,0.3695,0.40371
128.67,0.46628,0.38807,0.36266,0.40371
128.68,0.44477,0.3871,0.35582,0.40371
128.69,0.42424,0.38905,0.34995,0.40469
128.7,0.40469,0.39394,0.34311,0.40567
128.7,0.38612,0.40469,0.33627,0.4086
128.71,0.36755,0.4174,0.32942,0.41544
128.72,0.35288,0.43206,0.32258,0.4262
128.73,0.33822,0.44868,0.31672,0.44282
128.74,0.32649,0.46725,0.31085,0.46432
128.74,0.31574,0.48485,0.30499,0.49169
